RFQ,Ord DT,Customer,X,Y,Sq.in,#Hls,LY,Line,Aring,Min Aring,Thick,Thick Mil,Mhole,Smallest_Hole_Calc,AR,AR Cal,Cu wt,CuW,CI,CI Final,EI#,Rel,Rel Dt,Shp Dt,Due Dt,Pnl X,Pnl Y,Qty Pnl,# Pnls,LY,Matl,UP,Pcs_Array,RMA_NO,CAType,RMA_Amt
149654,12/2/19,ANTUNES,3.975,8.772,34.8687,175,2,8,0,6,0.062,62,20,20,3.1,3.1,2/2,2,2.361007689,0.023610077,82885,-1,12/5/19,12/11/19,12/11/19,16,21,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149402,11/15/19,"TECHNOTRONIX, LLC",3.33,3.33,11.0889,1,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.00024242,2.42E-06,82884,-1,12/5/19,12/17/19,12/18/19,18,24,4,5,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149711,12/4/19,PROFESSIONAL SOUND CORP.,0.37,1.37,0.5069,18,2,8,0,6,0.062,62,15.7,157,3.949044586,3.949044586,1/1,1,1.718223993,0.01718224,82883,-1,12/5/19,12/16/19,12/18/19,9,12,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149720,12/5/19,NEWCO ENTERPRISES,2.1,1.5,3.15,18,2,8,0,6,0.062,62,16,16,3.875,3.875,2/2,2,0.276497696,0.002764977,82882,-1,12/5/19,12/20/19,1/2/20,18,24,6,8,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
144042,2/12/19,"EDC, INC",2.36,3.86,9.1096,176,4,8,0,6,0.062,62,18,18,3.444444444,3.444444444,1/1,1,73.12621165,0.731262116,82881,-1,12/5/19,12/17/19,12/18/19,16,18,0,1,4,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149694,12/4/19,KENALL MANUFACTURING,10.65,5.25,55.9125,35,1,8,0,6,0.062,62,94,94,0.659574468,0.659574468,2/0,2,0.007361974,7.36E-05,82879,-1,12/5/19,12/12/19,12/12/19,18,24,1,2,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
149412,11/15/19,AVEOX INC,3.4,3.825,13.005,8,1,8,0,6,0.107,107,10,10,10.7,10.7,2/0,2,0.000958174,9.58E-06,82878,-1,12/5/19,1/10/20,1/10/20,18,24,0,2,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
149675,12/3/19,AYRSHIRE ELECTRONICS- Mississippi,5.7,4.3,24.51,175,2,8,0,6,0.062,62,19.69,1969,3.148806501,3.148806501,2/2,2,3.358844097,0.033588441,82877,-1,12/5/19,1/17/20,1/21/20,16,21,22,25,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149675,12/3/19,AYRSHIRE ELECTRONICS- Mississippi,5.7,4.3,24.51,175,2,8,0,6,0.062,62,19.69,1969,3.148806501,3.148806501,2/2,2,3.358844097,0.033588441,82877,-2,1/2/20,1/20/20,1/22/20,16,21,9,11,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149675,12/3/19,AYRSHIRE ELECTRONICS- Mississippi,5.7,4.3,24.51,175,2,8,0,6,0.062,62,19.69,1969,3.148806501,3.148806501,2/2,2,3.358844097,0.033588441,82877,-3,1/2/20,1/27/20,1/29/20,16,21,2,4,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149675,12/3/19,AYRSHIRE ELECTRONICS- Mississippi,5.7,4.3,24.51,175,2,8,0,6,0.062,62,19.69,1969,3.148806501,3.148806501,2/2,2,3.358844097,0.033588441,82877,-4,1/2/20,NULL,3/3/20,16,21,35,35,2,FR-TG170            ,8,NULL,NULL,NULL,NULL
149693,12/4/19,KENALL MANUFACTURING,8.85,8.85,78.3225,40,1,8,0,6,0.062,62,94,94,0.659574468,0.659574468,2/0,2,0.006864367,6.86E-05,82876,-1,12/5/19,12/12/19,12/12/19,18,24,3,4,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
149703,12/4/19,SPARTON ELECTRONICS,0.3,0.5,0.15,1,1,8,0,6,0.031,31,10,10,3.1,3.1,1/0,1,0.004480287,4.48E-05,82875,-1,12/5/19,12/11/19,12/11/19,12,14,0,1,1,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149672,12/3/19,"RelComm Technologies, Inc",0.8,2.23,1.784,8,1,8,0,6,0.062,62,47,47,1.319148936,1.319148936,1/0,1,0.012054583,0.000120546,82874,-1,12/5/19,12/16/19,12/20/19,18,24,1,2,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149704,12/4/19,BLACK & DECKER,4.2252,1.1358,4.79898216,369,4,5.9,0,6,0.062,62,7.87,787,7.878017789,7.878017789,2/2,2,827.3487581,8.273487581,82873,-1,12/4/19,12/10/19,12/10/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149704,12/4/19,BLACK & DECKER,4.2252,1.1358,4.79898216,369,4,5.9,0,6,0.062,62,7.87,787,7.878017789,7.878017789,2/2,2,827.3487581,8.273487581,82873,-01STCL,12/9/19,12/10/19,12/10/19,16,18,1,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149666,12/3/19,ESAM INC.,4.98,2.33,11.6034,146,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,4.938300435,0.049383004,82872,-1,12/4/19,12/13/19,12/18/19,18,24,2,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149696,12/4/19,BONITRON INC,6.5,4.5,29.25,111,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.132340778,0.011323408,82871,-1,12/4/19,12/10/19,12/10/19,18,24,1,3,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149696,12/4/19,BONITRON INC,6.5,4.5,29.25,111,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.132340778,0.011323408,82871,-01STCL,12/4/19,12/10/19,12/10/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149196,11/6/19,"COMPUTROL, INC",2.25,2.75,6.1875,266,2,8,0,6,0.062,62,17,17,3.647058824,3.647058824,2/2,2,30.74008906,0.307400891,82870,-1,12/4/19,12/13/19,12/16/19,18,24,1,3,2,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149573,11/25/19,SCHLUMBERGER TECHNOLOGY CORP.,1.7501,11,19.2511,379,6,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,541.5564021,5.415564021,82869,-1,12/4/19,12/13/19,12/13/19,16,18,0,1,6,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149677,12/3/19,BLACK & DECKER,1.9737,1.9677,3.88364949,152,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,127.9364207,1.279364207,82868,-1,12/4/19,12/10/19,12/10/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149678,12/3/19,BLACK & DECKER,1.9737,1.9677,3.88364949,152,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,3/3,3,127.9364207,1.279364207,82867,-1,12/4/19,12/13/19,12/18/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149676,12/3/19,"NANORACKS, LLC",1.9,3.375,6.4125,52,2,8,0,6,0.062,62,28,28,2.214285714,2.214285714,3/3,3,1.133538745,0.011335387,82866,-1,12/4/19,12/11/19,12/11/19,12,16,0,2,2,POLYMIDE            ,00:00.0,NULL,NULL,NULL,NULL
149583,11/25/19,EMBER INDUSTRIES,1.45,3.6,5.22,230,2,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,27.24220327,0.272422033,82865,-1,12/4/19,12/16/19,12/18/19,16,18,1,2,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149691,12/4/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,3.7283,3.0709,11.44923647,200,4,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,75.13296245,0.751329624,82864,-1,12/4/19,12/5/19,12/5/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149691,12/4/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,3.7283,3.0709,11.44923647,200,4,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,75.13296245,0.751329624,82864,-01STCL,12/4/19,12/5/19,12/5/19,0,0,1,1,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149181,11/6/19,MICRON CORP,5.37,6.59,35.3883,458,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,15.93412852,0.159341285,82863,-1,12/3/19,12/20/19,12/23/19,16,21,4,5,2,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149177,11/6/19,MICRON CORP,3.937,6.3,24.8031,556,4,8,0,6,0.062,62,16,16,6.2,6.2,2/2,2,167.5215503,1.675215503,82862,-1,12/3/19,1/7/20,1/7/20,18,24,0,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149180,11/6/19,MICRON CORP,3.937,6.3002,24.8038874,605,4,8,0,6,0.062,62,13,13,6.2,6.2,1/1,1,244.1151275,2.441151275,82861,-1,12/3/19,12/17/19,12/19/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149182,11/6/19,MICRON CORP,1.5604,3.63,5.664252,121,4,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,55.58725407,0.555872541,82860,-1,12/3/19,12/12/19,12/17/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149500,11/21/19,AMPHENOL TELECT,5.058,2.978,15.062724,61,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.664069007,0.00664069,82859,-1,12/2/19,12/9/19,12/9/19,12,18,1,2,2,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149417,11/18/19,LARITECH INC,4.17,4.275,17.82675,1164,6,8,0,6,0.062,62,9,9,6.888888889,6.888888889,2/2,2,5516.385533,55.16385533,82858,-1,12/2/19,12/6/19,12/6/19,16,18,1,2,6,370HR               ,00:00.0,NULL,NULL,NULL,NULL
149646,12/2/19,ANTUNES,6.625,3.405,22.558125,736,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,516.4159851,5.164159851,82856,-1,12/2/19,12/4/19,12/4/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149336,11/13/19,"ACCU-SEMBLY, INC",2.5,2,5,96,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,4.95483871,0.049548387,82855,-1,12/2/19,12/16/19,12/23/19,18,24,1,2,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149519,11/21/19,LITTELFUSE INC.,8,23,184,3401,2,8,0,6,0.062,62,28,28,2.214285714,2.214285714,2/2,2,168.9866906,1.689866906,82854,-1,11/27/19,12/6/19,12/6/19,18,25,3,4,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149625,11/26/19,AEROMETALS,4.28,2.966,12.69448,115,2,8,7,7,0.062,62,8,8,7.8,7.8,2/2,2,2.385053555,0.023850536,82851,-1,11/27/19,12/5/19,12/6/19,12,18,1,2,2,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149614,11/26/19,AGILENT TECHNOLOGIES,2.7874,5.4281,15.13028594,77,2,5,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,1.685432474,0.016854325,82849,-1,11/27/19,12/3/19,12/3/19,18,24,3,4,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149616,11/26/19,WELLEX,8.7795,2.7559,24.19542405,665,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,393.0584161,3.930584161,82848,-1,11/26/19,12/4/19,12/4/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149613,11/26/19,ANTUNES,4.25,4.95,21.0375,385,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,18.94019256,0.189401926,82847,-1,11/26/19,12/3/19,12/3/19,12,18,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149609,11/26/19,ANTUNES,4,5.25,21,617,4,6,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,519.8006486,5.198006486,82846,-1,11/26/19,12/3/19,12/3/19,16,18,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149186,11/6/19,AVCOM SMT INC.,20.1614,11.248,226.7754272,3652,4,6,7.95,7.95,0.062,62,12,12,5.2,5.2,1/1,1,1264.569053,12.64569053,82845,-1,11/26/19,12/6/19,12/10/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149552,11/22/19,ANTUNES,7,5,35,1112,2,8,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,94.97265745,0.949726575,82844,-1,11/26/19,12/2/19,12/2/19,18,24,5,6,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149570,11/25/19,ABB Inc. U.S.,15.993,19.491,311.719563,1163,4,8,0,6,0.093,93,10,10,6.2,6.2,2/2,2,93.31305708,0.933130571,82843,-1,11/25/19,11/27/19,11/27/19,18,24,3,5,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149420,11/18/19,MICRON CORP,2.9528,1.4567,4.30134376,102,2,8,0,6,0.062,62,35,35,1.771428571,1.771428571,2/2,2,6.502094112,0.065020941,82842,-1,11/25/19,12/3/19,12/4/19,12,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149480,11/20/19,EMBER INDUSTRIES,1.8,3.55,6.39,47,4,8,0,6,0.062,62,35,35,1.771428571,1.771428571,1/1,1,7.434331196,0.074343312,82841,-1,11/25/19,12/3/19,12/3/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149549,11/22/19,INTERNATIONAL ENVIRONMENTAL CORP,3.5,4.25,14.875,276,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,13.76633234,0.137663323,82840,-1,11/25/19,11/27/19,11/27/19,12,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149128,11/5/19,MICROSENSE LLC a KLA COMPANY,0.1384,0.2172,0.03006048,4,2,8,0,6,0.031,31,24,24,1.291666667,1.291666667,1/1,1,2.861614498,0.028616145,82839,-1,11/25/19,12/4/19,12/10/19,16,18,1,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149147,11/5/19,AUTOMEC,2.5,4,10,179,4,6.3,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,87.4988906,0.874988906,82838,-1,11/25/19,12/3/19,12/3/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149558,11/25/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,2.73,3.45,9.4185,63,2,10,0,6,0.062,62,19,19,3.263157895,3.263157895,1/1,1,0.906246629,0.009062466,82837,-1,11/25/19,11/25/19,11/25/19,12,18,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149558,11/25/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,2.73,3.45,9.4185,63,2,10,0,6,0.062,62,19,19,3.263157895,3.263157895,1/1,1,0.906246629,0.009062466,82837,-01STCL,11/25/19,11/25/19,11/25/19,0,0,1,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149545,11/22/19,MICRON CORP,5.5,2.05,11.275,30,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,0.214576926,0.002145769,82836,-1,11/22/19,12/9/19,12/9/19,18,24,1,3,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149504,11/21/19,"HELM INSTRUMENT CO., INC",3.25,3.5,11.375,86,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.747843554,0.017478436,82835,-1,11/22/19,11/27/19,11/27/19,18,24,1,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149502,11/21/19,"HELM INSTRUMENT CO., INC",3.5,4.5,15.75,218,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,8.111281789,0.081112818,82834,-1,11/22/19,11/27/19,11/27/19,18,24,1,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149527,11/22/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,0.95,0.7,0.665,7,2,8,0,6,0.062,62,11.81,1181,5.249788315,5.249788315,1/1,1,0.198075835,0.001980758,82833,-1,11/22/19,11/25/19,11/25/19,9,12,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149518,11/21/19,BNS SOLUTIONS DAgostino Ind.Group Inc.,3.0709,3.2283,9.91378647,206,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,92.05384374,0.920538437,82831,-1,11/22/19,11/25/19,11/25/19,16,18,1,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149490,11/20/19,PROFESSIONAL SOUND CORP.,15.165,12.1,183.4965,1288,2,8,0,6,0.062,62,16,16,3.875,3.875,1/1,1,24.30306236,0.243030624,82830,-1,11/21/19,12/3/19,12/6/19,16,18,25,29,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149520,11/21/19,"COMPUTROL, INC",2.1548,2.84,6.119632,55,2,8,0,6,0.031,31,8,8,7.75,7.75,1/1,1,1.32879239,0.013287924,82829,-1,11/21/19,12/20/19,12/20/19,18,24,4,6,2,FR-TG170            ,00:00.0,NULL,               ,Complain            ,0
149492,11/20/19,TELELUMEN,0.984,17.874,17.588016,1,1,8,0,6,0.062,62,10,10,6.2,6.2,2/0,2,1.91E-05,1.91E-07,82828,-1,11/21/19,12/2/19,12/2/19,18,24,1,3,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
149499,11/21/19,TOSHIBA INTERNATIONAL CORP,1.5,4.6,6.9,24,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.224403927,0.002244039,82827,-1,11/21/19,11/27/19,11/27/19,18,24,3,6,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149277,11/11/19,"ZELPRO ASSEMBLY SOLUTIONS, LLC",1.59,3.835,6.09765,50,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,8.817075572,0.088170756,82826,-1,11/21/19,11/27/19,11/27/19,16,18,0,1,4,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149477,11/20/19,ESAM INC.,2.6,3.8,9.88,83,2,8,0,6,0.062,62,22,22,2.818181818,2.818181818,1/1,1,1.874374211,0.018743742,82824,-1,11/21/19,11/27/19,12/4/19,18,24,2,4,2,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149481,11/20/19,JEFFERSON LAB,9.187,6.299,57.868913,309,4,8,0,6,0.062,62,28,28,2.214285714,2.214285714,1/1,1,35.48286519,0.354828652,82823,-1,11/21/19,11/26/19,11/27/19,18,24,3,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149366,11/14/19,BROOKHAVEN NATIONAL LABS,2.25,2.75,6.1875,57,2,8,0,6,0.062,62,35,35,1.771428571,1.771428571,1/1,1,1.411534702,0.014115347,82822,-1,11/21/19,11/26/19,11/27/19,9,12,0,1,2,FR-TG170            ,00:00.0,NULL,NULL,NULL,NULL
149448,11/19/19,AUTOMEC,6.69,2.61,17.4609,277,4,8,0,6,0.062,62,14,14,4.428571429,4.428571429,2/2,2,94.50177376,0.945017738,82821,-1,11/21/19,11/27/19,12/2/19,18,24,5,6,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149044,10/30/19,ICTC  INTERCONNECT CABLE,9.0618,7.626,69.1052868,291,4,10,0,6,0.062,62,18,18,3.444444444,3.444444444,4/4,4,21.08199657,0.210819966,82820,-1,11/21/19,1/6/20,1/6/20,18,24,12,15,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149344,11/13/19,AVEOX INC,3.7,4,14.8,12,1,8,0,6,0.125,125,10,10,12.5,12.5,2/0,2,0.001621622,1.62E-05,82819,-1,11/20/19,1/10/20,1/10/20,18,24,1,2,1,MCPCB               ,00:00.0,NULL,NULL,NULL,NULL
149411,11/15/19,ALLIANCE TECHNICAL SOLUTIONS,8.416,6.212,52.280192,606,6,10,7.5,7.5,0.062,62,15,15,4.1,4.1,2/2,2,328.9466338,3.289466338,82818,-1,11/20/19,12/4/19,12/6/19,18,24,5,8,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149469,11/19/19,MESTEK INC,4,6,24,264,4,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,62.4516129,0.624516129,82817,-1,11/20/19,11/25/19,11/25/19,18,24,2,4,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149434,11/18/19,TOSHIBA INTERNATIONAL CORP,9.8437,11.0232,108.5090738,1550,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,2/2,2,476.1506558,4.761506558,82816,-1,11/20/19,11/26/19,11/26/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149184,11/6/19,"COMPUTROL, INC",1.25,2.3,2.875,62,4,8,0,6,0.062,62,24,24,6.2,6.2,1/1,1,11.98067633,0.119806763,82814,-1,11/19/19,12/9/19,12/9/19,18,24,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149358,11/13/19,TELELUMEN,0.984,17.874,17.588016,1,1,8,0,6,0.062,62,10,10,6.2,6.2,2/0,2,1.91E-05,1.91E-07,82813,-1,11/19/19,11/25/19,11/25/19,18,24,3,5,1,MCPCB               ,00:00.0,NULL,19-091         ,RMA                 ,1260
148797,10/16/19,LARITECH INC,2.8,5.3,14.84,351,4,8,0,6,0.062,62,12,12,5.166666667,5.166666667,1/1,1,178.536649,1.78536649,82812,-1,11/19/19,11/27/19,12/2/19,16,18,1,2,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149125,11/5/19,"ULTRAX AEROSPACE, INC",1.64,4.065,6.6666,182,6,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,360.6277998,3.606277998,82811,-1,11/19/19,11/22/19,11/22/19,18,24,2,3,6,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149349,11/13/19,ANTUNES,2,2,4,81,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,4.409274194,0.044092742,82809,-1,11/19/19,11/21/19,11/21/19,12,18,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149348,11/13/19,ANTUNES,9.3005,5.6,52.0828,1025,4,8,0,6,0.062,62,15,15,4.133333333,4.133333333,2/2,2,433.8108938,4.338108938,82808,-1,11/19/19,11/22/19,11/22/19,18,24,2,3,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149431,11/18/19,"ZEL TECHNOLOGIES, LLC (ZELTECH)",0.3125,0.7188,0.224625,10,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,1.196737693,0.011967377,82807,-1,11/19/19,11/26/19,11/27/19,16,24,2,3,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149004,10/28/19,FUSION-EMS,3,3,9,152,4,8,5,5,0.062,62,12,12,5.2,5.2,1/1,1,65.82336182,0.658233618,82806,-1,11/18/19,11/21/19,11/21/19,16,18,1,2,4,370 HR              ,00:00.0,NULL,NULL,NULL,NULL
149432,11/18/19,PROTO-TEK ENGINEERING,2.75,2.4,6.6,111,2,8,0,6,0.062,62,31,31,2,2,2/2,2,5.018328446,0.050183284,82804,-1,11/18/19,11/21/19,11/27/19,18,24,7,9,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149414,11/15/19,CIBOLO SPRAYERS,2,2.2,4.4,55,2,8,0,6,0.062,62,38,38,6.2,6.2,1/1,1,0.486346916,0.004863469,82803,-1,11/18/19,11/27/19,12/2/19,18,24,1,2,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149232,11/8/19,BROOKHAVEN NATIONAL LABS,3.937,6.299,24.799163,73,2,8,0,6,0.062,62,31,31,2,2,2/2,2,0.577651303,0.005776513,82802,-1,11/18/19,11/20/19,11/20/19,18,24,3,9,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149183,11/6/19,OAK RIDGE NATIONAL LABORATORY,4.35,6.5233,28.376355,408,4,7.9,0,6,0.062,62,8,8,7.75,7.75,1/1,1,127.753751,1.27753751,82801,-1,11/15/19,11/21/19,11/21/19,18,24,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149185,11/6/19,OAK RIDGE NATIONAL LABORATORY,3.665,6.405,23.474325,278,4,8,0,6,0.08,80,11.81,1181,6.773920406,6.773920406,1/1,1,54.87129733,0.548712973,82800,-1,11/15/19,11/21/19,11/21/19,18,24,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149408,11/15/19,BLACK & DECKER,2.7913,4.252,11.8686076,974,4,8,0,6,0.062,62,8,8,7.75,7.75,2/2,2,1718.957699,17.18957699,82799,-1,11/15/19,11/22/19,11/22/19,16,18,0,1,4,FR-TG175            ,00:00.0,NULL,NULL,NULL,NULL
149408,11/15/19,BLACK & DECKER,2.7913,4.252,11.8686076,974,4,8,0,6,0.062,62,8,8,7.75,7.75,2/2,2,1718.957699,17.18957699,82799,-01STCL,11/15/19,11/22/19,11/22/19,0,0,1,1,4,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149407,11/15/19,DAVE WENTZLER,2.13,3.082,6.56466,104,2,8,0,6,0.062,62,20,20,3.1,3.1,1/1,1,4.42905936,0.044290594,82798,-1,11/15/19,11/21/19,11/25/19,16,24,2,5,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149391,11/15/19,DAVE WENTZLER,1.34,2.91,3.8994,74,2,8,0,6,0.062,62,10,10,6.2,6.2,1/1,1,3.775050035,0.0377505,82796,-1,11/15/19,11/21/19,11/25/19,16,24,2,5,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149377,11/14/19,KENALL MANUFACTURING,1.5,20,30,12,2,8,0,6,0.062,62,10,10,6.2,6.2,2/2,2,0.012903226,0.000129032,82795,-1,11/15/19,11/26/19,11/26/19,18,24,0,1,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149048,10/30/19,KENALL MANUFACTURING,2.75,4.5,12.375,69,2,8,0,6,0.062,62,13,13,4.769230769,4.769230769,2/2,2,1.034213099,0.010342131,82794,-1,11/15/19,11/26/19,11/26/19,16,21,0,2,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149048,10/30/19,KENALL MANUFACTURING,2.75,4.5,12.375,69,2,8,0,6,0.062,62,13,13,4.769230769,4.769230769,2/2,2,1.034213099,0.010342131,82794,-2,12/10/19,12/10/19,12/13/19,16,21,0,0,2,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149387,11/15/19,ELECTRICAL TEST INSTRUMENTS,1.9685,2.3555,4.63680175,6,2,8,0,6,0.062,62,43.3,433,1.43187067,1.43187067,1/1,1,0.020870893,0.000208709,82793,-1,11/15/19,11/21/19,11/29/19,16,24,3,5,2,FR4                 ,00:00.0,NULL,NULL,NULL,NULL
149354,11/13/19,ANTUNES,1.95,2.175,4.24125,20,1,8,0,6,0.062,62,40,40,1.55,1.55,2/0,2,0.031690799,0.000316908,82789,-1,11/14/19,12/11/19,12/13/19,16,24,2,3,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
149354,11/13/19,ANTUNES,1.95,2.175,4.24125,20,1,8,0,6,0.062,62,40,40,1.55,1.55,2/0,2,0.031690799,0.000316908,82789,-2,12/6/19,1/2/20,1/2/20,16,24,3,5,1,FR-4                ,00:00.0,NULL,NULL,NULL,NULL
